"GIUDIZIO","GENERE","NAZIONE","ANNO","DURATA","VISIBILITÀ"
,"COM","ITA",76,118,
,"FAN","GB",66,108,
,"GIA","FRA",75,95,
,"WES","USA",70,121,
,"DRA","USA",80,124,
,"COM","USA",92,114,
,"WES","ITA",64,96,
,"COM","ITA",32,67,
,"DRA","USA",86,111,
,"DRA","ITA",77,105,
,"DRA","USA",91,95,
,"DRA","USA",83,124,
,"COM","USA",92,127,
,"DRA","USA",93,107,
,"MUS","USA",74,126,
,"DRA","USA",90,92,
,"COM","ITA",56,98,
,"DOC","USA",83,83,
,"DRA","ITA",65,105,
,"DRA","GB",89,102,
,"DRA","USA",84,220,
,"COM","USA",65,100,
,"COM","ITA",80,90,
,"HOR","USA",86,100,
,"DRA","USA",85,96,
,"DTA","ITA",60,110,
,"DRA","USA",83,108,
,"COM","USA",79,116,
,"MUS","USA",57,110,
,"COM","ITA",74,108,
,"DRA","ITA",58,127,
,"COM","ITA",67,107,
,"COM","ITA",72,90,
,"DRA","AUS",75,111,
,"AVV","USA",87,119,
,"HOR","USA",90,105,
,"AZI","CIN",87,90,
,"COM","ITA",68,67,
,"HOR","USA",87,87,
,"AVV","USA",60,90,
,"GIA","USA",46,110,
,"GIA","ITA",70,112,
,"COM","USA",89,96,
,"DRA","GB",84,99,
,"GIA","USA",80,96,
,"POL","USA",90,95,
,"THR","USA",91,130,
,"DRA","ITA",93,85,
,"DRA","GB",88,98,
,"WES","USA",56,119,
,"COM","USA",81,110,
,,,,77,
,"DRA","GB",71,134,
,"FAN","USA",68,141,
,"HOR","USA",92,122,
,"DRA","USA",79,130,
,"DRA","USA",83,118,
,"DRA","FRA",90,103,
,"DRA","USA",73,100,
,"POL","ITA",76,92,
,"COM","USA",75,110,
,"DRA","USA",88,120,
,"DRA","USA",36,94,
,"COM","ITA",82,106,
,"COM","ITA",73,142,
,"FAN","USA",84,110,
,"COM","USA",46,118,
,"COM","ITA",59,104,
,"FAN","USA",89,114,
,"COM","ITA",82,112,
,"AVV","FRA",86,76,
,"AVV","USA",94,,
,"FAN","USA",78,135,
,"COM","GB",67,107,
,"COM","ITA",62,225,
,"COM","ITA",57,90,
,"COM","USA",64,113,
,"COM","ITA",82,115,
,"COM","GB",69,100,
,"CMC","ITA",61,89,
,"COM","ITA",58,80,
,"WES","USA",90,173,
,"STO","AUS",80,112,
,"DRA","ITA",50,99,
,"DRA","USA",77,136,
,"DRA","USA",67,107,
,"SPI","GB",87,118,
,"COM","USA",82,136,
,"DRA","GB",86,125,
,"COM","USA",86,104,
,"THR","USA",81,98,
,"DRA","ITA",92,95,
,"DRA","ITA",93,127,
,"COM","USA",83,103,
,"COM","USA",50,103,
,"DRA","USA",55,67,
,"COM","ITA",68,93,
,"THR","USA",74,104,
,"DRA","ITA",83,105,
,"GIA","USA",89,112,
,"STO","GB",93,139,
,"COM","USA",90,81,
,"THR","HOL",83,96,
,"GRO","ITA",79,133,
,"COM","ITA",89,102,
,"COM","ITA",50,76,
,"DRA","USA",62,120,
,"COM","ITA",82,94,
,"CMC","ITA",86,92,
,"DRA","ITA",46,125,
,"COM","GER",81,96,
,"DRA","USA",78,91,
,"DRA","ITA",92,91,
,"COM","USA",87,122,
,"THR","GB",59,105,
,"COM","FRA",80,102,
,"WES","ITA",87,102,
,"COM","USA",73,110,
,"AVV","GB",70,102,
,"FAN","USA",77,135,
,"COM","ITA",65,100,
,"AZI","USA",89,111,
,"COM","ITA",32,90,
,"DRA","ITA",49,100,
,"DRA","ITA",91,120,
,"DRA","ITA",73,92,
,"COM","ITA",91,83,
,"COM","USA",69,103,
,"COM","ITA",82,114,
,"DRA","ITA",81,96,
,"MUS","USA",36,110,
,"DRA","ITA",52,94,
,"MUS","USA",33,89,
,"COM","ITA",83,90,
,"DRA","USA",78,92,
,"COM","ITA",69,124,
,"COM","ITA",58,108,
,"FAN","ITA",74,110,
,"COM","ITA",59,103,
,"COM","ITA",84,118,
,"COM","USA",78,125,
,"COM","ITA",88,73,
,"COM","USA",65,103,
,"COM","ITA",91,102,
,"COM","ITA",91,100,
,"DRA","ITA",92,95,
,"COM","ITA",60,108,
,"DRA","ITA",78,110,
,"DRA","ITA",62,125,
,"COM","ITA",92,102,
,"AVV","FRA",88,93,
,"COM","USA",53,91,
